Name	BIBCode	Title	PubInfo	Citations	date
Roychowdhury, Agniva	2023PhDT........10R	Investigating the Dynamics of Extragalactic Jets from Parsec to Kiloparsec Scales: Novel Constraints on Jet Acceleration and Emission	ProQuest Dissertations and Theses, 215. PhD Thesis, Order No. 30694909, Dissertation, University of Maryland, Baltimore County. ISBN: 9798381155013, 2023	0	2023
Shaik, Aamil	2023PhDT........45S	Variability and Spectral Properties of Large-Scale Extragalactic X-Ray Jets	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--University of Maryland, Baltimore County, 2023.; Publication Number: AAT 30639461; ISBN: 9798381159042; Source: Dissertations Abstracts International, Volume: 85-06, Section: B.; 256 p.	0	2023
Yao, Yuhan	2023PhDT.........2Y	High Energy Transients Powered by Black Holes	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--California Institute of Technology, 2023.; Publication Number: AAT 30604267; ISBN: 9798380275620; Source: Dissertations Abstracts International, Volume: 85-03, Section: B.; 308 p.	0	2023
Bertola, Elena	2023PhDT........12B	On the role of AGN feedback in shaping galaxies across cosmic time	PhD Thesis, University of Bologna, Italy (2023)	0	2023
Shen, Xuejian	2023PhDT........33S	Explore the Nature of Dark Matter in the Context of Galaxy Formation	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--California Institute of Technology, 2023.; Publication Number: AAT 30604301; ISBN: 9798380278010; Source: Dissertations Abstracts International, Volume: 85-03, Section: B.; 251 p.	0	2023
Wang, Ziteng	2023PhDT.........2W	Exploring the Transient Radio Sky with ASKAP	PhD Thesis, The University of Sydney, March 2023, 120 pages	0	2023
Sokol, Alyssa	2023PhDT........28S	The coeval mass assembly of the universe via supermassive black hole accretion and star formation in galaxies	PhD Thesis, University of Massachusetts, Amherst, 2023	0	2023
Braun, Chelsea	2023PhDT.........5B	Progenitors and Explosion Properties of Supernova Remnants Hosting Central Compact Objects	PhD Thesis, The University of Manitoba, 2023, 244 pages	0	2023
Dessert, Christopher Robert	2022PhDT.........2D	Indirect Searches for Physics Beyond the Standard Model	PhD Thesis, University of Michigan, 2022, 487 pages	0	2022
Allak, Sinan	2022PhDT........15A	Multi wavelength analysis of selected ultraluminous X-ray sources	PhD Thesis, &Ccedil;anakkale 18 Mart University, 2022	0	2022
Bempong-Manful, Emmanuel K.	2022PhDT........21B	The bases of extragalactic radio jets	Doctoral (PhD) Thesis, University of Bristol, 2022	0	2022
Roulston, Benjamin R.	2022PhDT........20R	Forged by Giants: Understanding the Dwarf Carbon Stars	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--Boston University, 2022.; Publication Number: AAT 29166381; ISBN: 9798380376761; Source: Dissertations Abstracts International, Volume: 85/3(E), Section: B.; 204 p.	0	2022
Lewis, Matthew Richard Francis	2021MsT..........1L	Development of the X-Ray Camera System for Nasa&#39;&#39;s Ogre Sounding Rocket	Master&#39;&#39;s Thesis, Open University (United Kingdom), ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28508674. Source: DAI-C 82/12(E), Dissertation Abstracts International. Number of pages: 181. ISBN: 9798505575017	0	2021
Ni, Qingling	2021PhDT.........1N	Active Galactic Nuclei Studies in Cosmic X-Ray Survey Fields	PhD Thesis, The Pennsylvania State University, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28841623. Source: DAI-B 83/3(E), Dissertation Abstracts International. Number of pages: 250. ISBN: 9798460448098	0	2021
Koeppe, Dana Lindsey	2021PhDT.........3K	Chemical and Thermodynamic Properties of ACCEPT2.0 Clusters	PhD Thesis, Michigan State University, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28319135. Source: DAI-B 83/2(E), Dissertation Abstracts International. Number of pages: 195. ISBN: 9798535598192	0	2021
Yan, Wei	2021PhDT.........4Y	Obscuration of Active Galactic Nuclei and Connections to Host Galaxies	PhD Thesis, Dartmouth College, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28499364. Source: DAI-B 82/12(E), Dissertation Abstracts International. Number of pages: 121. ISBN: 9798516943089	0	2021
Lazzarini, Margaret	2021PhDT.........8L	Accreting Compact Objects in Technicolor: Multiwavelength Characterization of High Mass X-Ray Binaries in the Local Group	PhD Thesis, University of Washington, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28546853. Source: DAI-B 83/1(E), Dissertation Abstracts International. Number of pages: 244. ISBN: 9798535501062	0	2021
Gorgone, Nicholas M.	2021PhDT.........9G	Canvassing the X-Ray Content of the Inner Galactic Plane	PhD Thesis, The George Washington University. ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28257640. Number of pages: 193. ISBN: 9798557083676	0	2021
Hughes, Zachary Daniel	2021PhDT.........9H	Toward an Understanding of High-Mass Gamma-Ray Binaries: An Investigation Using Current Observatories and the Development of a Future GeV Instrument	PhD Thesis, Washington University in St. Louis. ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28264702. Source: DAI-B 82/7(E), Dissertation Abstracts International. Number of pages: 175. ISBN: 9798557057912	0	2021
Shah, Ekta Arjunkumar	2021PhDT.........9S	The Effect of Galaxy Interactions on Star Formation and AGN Activity at 0.5 &amp;lt; z &amp;lt; 3.0	PhD Thesis, Rochester Institute of Technology, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28718490. Source: DAI-B 83/3(E), Dissertation Abstracts International. Number of pages: 208. ISBN: 9798544246121	0	2021
Marcotulli, Lea	2021PhDT........11M	Chasing Supermassive Black Holes at the Dawn of the Universe	PhD Thesis, Clemson University, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28419624. Source: DAI-B 82/12(E), Dissertation Abstracts International. Number of pages: 156. ISBN: 9798516000140	0	2021
Migkas, Konstantinos Nikolaos	2021PhDT........16M	The isotropy of the Universe as seen through galaxy clusters	PhD Thesis, University of Bonn, 2021	0	2021
Strantzalis, Achilles	2021PhDT........28S	Study of the stellar and cluster populations in the central regions of the Small Magellanic Cloud	PhD Thesis, National and Kapodistrian University of Athens, 2021	0	2021
Lucy, Adrian B.	2021PhDT........17L	The Detection and Description of Symbiotic Accretion From Cool Evolved Stars	PhD Thesis, Columbia University, 2021	1	2021
Espinoza Galeas, David Abraham	2021PhDT.........5E	Characterization of the Colliding Wind Region in the Superluminous Massive ? Carinae	PhD Thesis, The Catholic University of America, ProQuest Dissertations Publishing, 2021. Dissertation/thesis number 28712795. Source: DAI-B 83/3(E), Dissertation Abstracts International. Number of pages: 122. ISBN: 9798544206385	2	2021
Sarin, Nikhil	2021PhDT........50S	The observational signatures of nascent neutron stars	PhD Thesis, Monash University, 2021	0	2021
Dage, Kristen C.	2020PhDT........15D	Long term optical and X-ray monitoring of black hole candidates in extragalactic globular clusters	PhD Thesis, Michigan State University, 2020	0	2020
Anastasopoulou, Konstantina	2020PhDT........21A	Ultra-luminous X-ray sources and X-ray luminosity scaling relations in nearby galaxies	PhD Thesis, University of Crete, 2020	0	2020
Bray, Evan	2020PhDT........26B	Characterizing X-ray hybrid CMOS detectors for future X-ray space telescopes	PhD Thesis, Pennsylvania State University, 2020	0	2020
Kovlakas, Konstantinos	2020PhDT........32K	Populations of ultraluminous X-ray sources in nearby galaxies	PhD Thesis, University of Crete, 2020	0	2020
McDaniel, Alex Raymond	2020PhDT........33M	Multi-wavelength astrophysical probes of dark matter properties	PhD Thesis, University of California, Santa Cruz, 2020	0	2020
Rubinur, K.	2020PhDT........35R	Radio and ultraviolet study of dual nuclei in galaxies	PhD Dissertation,  Indian Institute of Astrophysics, 2020	0	2020
Baronchelli, Linda	2020PhDT........36B	AGN in the X-ray: relativistic effects in the Fe K alpha line	PhD Thesis, LMU Munich, 2020	0	2020
Swihart, Samuel John	2020PhDT........38S	Discovering the progenitors to typical field millisecond pulsars	PhD Thesis, Michigan State University, 2020	0	2020
Keenan, Mary	2020PhDT........39K	Investigating the role of jet power in radio-loud AGN	PhD Thesis, University of Maryland, Baltimore County, 2020	0	2020
Leung, Gene Chun Kwan	2020PhDT........44L	Properties and impact of active galactic nuclei-driven outflows through cosmic time	PhD Thesis, University of California, San Diego, 2020	0	2020
Foord, Adi	2020PhDT.........3F	Discovering the Missing Population of AGN Pairs with Chandra	PhD Thesis, University of Michigan, 2020, 262 pages	0	2020
Pavana, M.	2020PhDT........48P	Multiwavelength Studies of Nova Systems	PhD Thesis, Indian Institute of Astrophysics, 2020	0	2020
Chawner, Hannah	2020PhDT........60C	The origins of cosmic dust: A study of dust in galactic supernova remnants	PhD Thesis, Cardiff University, September 2020, 289 pages	0	2020
Ho, Anna Yen Qin	2020PhDT........66H	The Landscape of Relativistic Stellar Explosions	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--California Institute of Technology, 2020.; Publication Number: AAT 30555256; ISBN: 9798379856472; Source: Dissertations Abstracts International, Volume: 85-01, Section: B.; 359 p.	0	2020
Ho, Anna Y. Q.	2020PhDT.........8H	The Landscape of Relativistic Stellar Explosions	PhD Thesis, California Institute of Technology, 2020	0	2020
Alford, Jason	2020PhDT........16A	Inferences from Surface Thermal Emission of Young Neutron Stars	PhD Thesis, Columbia University, July 2020, 104 pages	0	2020
Di Mascolo, Luca	2020PhDT.........3D	Probing the intracluster medium at high angular resolution via radio-interferometric measurements of the Sunyaev-Zeldovich effect	PhD Thesis, Ludwig Maximilian University of Munich, April 2020, 139 pages	0	2020
Tsuji, Naomi	2020PhDT........36T	Particle Acceleration in Young Supernova Remnants with Nonthermal X-ray and Gamma-ray Observations	Ph.D Thesis (Rikkyo University), 2020	0	2020
Tinyanont, Samaporn	2020PhDT........37T	Insights into Stellar Explosions from Infrared Light	ProQuest Dissertations And Thesis; Thesis (Ph.D.)--California Institute of Technology, 2020.; Publication Number: AAT 30554131; ISBN: 9798379858148; Source: Dissertations Abstracts International, Volume: 85-01, Section: B.; 236 p.	0	2020
Guest, Benson Thomas	2020PhDT.........2G	X-ray observations of pulsar wind nebulae: The nature of pulsar winds and their environment	PhD Thesis, University of Manitoba, March 2020, 234 pages	0	2020
Rogantini, Daniele	2020PhDT.........8R	The hot and dusty interstellar medium through X-ray spectroscopy	Phd Thesis, 2020	0	2020
Pouliasis, Ektoras	2020PhDT.........3P	Identification of Active Galactic Nuclei through different selection techniques	PhD Thesis, The Faculty of Physics, Department of Astrophysics, Astronomy and Mechanics, National and Kapodistrian University of Athens, 2020, 233 pp.	3	2020
Nugent, Jenna	2019PhDT........68N	Baryon content to the outskirts of low-temperature poor galaxy groups	PhD Thesis, University of Oklahoma, 2019	0	2019
Ananna, Tonima Tasnim	2019PhDT.......118A	Accretion history of AGN: X-ray population synthesis model and multiwavelength photometric redshifts	PhD Thesis, Yale University, 2019	0	2019
Peters, Charee	2019PhDT.......133P	The radio transient and variable Universe	PhD Thesis, University of Wisconsin-Madison, 2019	0	2019
Gross, Arran Connor	2019MsT.........19G	Investigating the Nature of Dual Active Galactic Nuclei in Stripe 82	ProQuest Dissertations And Theses; Thesis (M.S.)--The University of Iowa, 2019.; Publication Number: AAT 13860624; ISBN: 9781085744362; Source: Masters Abstracts International, Volume: 81-04.; 92 p.	0	2019
Hebbar, Pavan R.	2019MsT.........49H	High Energy Emission from &quot;Dead&quot; Stars	Masters Thesis, University of Alberta, 2019, 173 pages	0	2019
Urdampilleta, Igone	2019PhDT........14U	X-ray spectroscopy of merging galaxy clusters	PhD Thesis, Leiden University, 2019	0	2019
Ootes, Laura S.	2019PhDT........25O	The thermal evolution of transiently accreting neutron stars	PhD Thesis, University of Amsterdam, 2019	0	2019
Paudel, Rishi	2019PhDT........51P	A Study of the White Light Flare Rates of M and L Dwarfs	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Delaware, 2019.; Publication Number: AAT 13898173; ISBN: 9781085666183; Source: Dissertations Abstracts International, Volume: 81-02, Section: B.; 269 p.	0	2019
Powell, Meredith Clark	2019PhDT........58P	The Environments of Accreting Supermassive Black Holes	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Yale University, 2019.; Publication Number: AAT 13808163; ISBN: 9781085784764; Source: Dissertations Abstracts International, Volume: 81-03, Section: B.; 170 p.	0	2019
Wilcox, Patrick Dean	2019PhDT........60W	Observations of supernova remnants at very high energies with VERITAS	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Iowa, 2019.; Publication Number: AAT 13885361; ISBN: 9781085791441; Source: Dissertations Abstracts International, Volume: 81-04, Section: B.; 120 p.	0	2019
Rouco Escorial, Alicia	2019PhDT........96R	Be/X-ray transients at low X-ray luminosity	PhD Thesis, University of Amsterdam, 2019	0	2019
de Vries, Martijn Nicolaas	2019PhDT........97D	Feedback in clusters from nucleus to outskirts	PhD Thesis, University of Amsterdam, 2019	0	2019
Cooke, Kevin Christopher	2019PhDT.......105C	Magnificent Constructions: The Role of Environment on the Stellar Mass Growth of Massive Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rochester Institute of Technology, 2019.; Publication Number: AAT 22592384; ISBN: 9781088377048; Source: Dissertations Abstracts International, Volume: 81-04, Section: B.; 203 p.	0	2019
Klingler, Noel	2019PhDT.......107K	Multiwavelength Studies of Pulsar Wind Nebulae	PhD Thesis, George Washington University, 2019	0	2019
Hirsch, Maria	2019PhDT.......108H	X-ray observations of black holes	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2019	0	2019
Parikh, Aastha Shailesh Shweta	2019PhDT.......121P	Exploring transients in the X-ray and the ultraviolet	PhD Thesis, University of Amsterdam, 2019	0	2019
Cappallo, Rigel Crispin	2019PhDT.......174C	Polestar: A new model to characterize the accretion geometry and orientation of X-ray pulsars	PhD Thesis, University of Massachusetts Lowell, 2019	0	2019
Bhalerao, Jayant	2019PhDT.......202B	A detailed Chandra X-ray study of the galactic core-collapse supernova remnant G292.0+1.8	PhD Thesis, University of Texas at Arlington, 2019	0	2019
Serim, Muhammed Mira&ccedil;	2019PhDT.......222S	Pulse timing studies of X-ray binaries: GX 1+4, Swift J0513.4- 6547, X Persei and SXP 1062	PhD Thesis, Middle East Technical University, 2019	0	2019
Martinez Rodriguez, Hector	2019PhDT........80M	Reconciling Models and Observations of Type IA Supernovae and Supernova Remnants	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Pittsburgh, 2019.; Publication Number: AAT 13857234; ISBN: 9781085722100; Source: Dissertations Abstracts International, Volume: 81-03, Section: B.; 145 p.	1	2019
Wang, Qian	2019PhDT........98W	Shocks and cold fronts in galaxy clusters &mdash; Probing the microphysics of the intracluster medium	PhD Thesis, University of Maryland, College Park, 2019	1	2019
Jaodand, Amruta Dilip	2019PhDT........42J	Unravelling the nature of transitional millisecond pulsars	PhD Thesis, University of Amsterdam, 2019. UvA-DARE (Digital Academic Repository). ISBN/EAN: 978-94-028-1391-3	5	2019
Kreikenbohm, Annika	2019PhDT.......105K	Classifying the high-energy sky with spectral and timing methods	PhD Thesis, University Wuerzburg, 2019	1	2019
Franco, Maximilien	2019PhDT........67F	Tracing back the cosmic history of galaxy formation with the large ALMA interferometer	PhD Thesis, University of Paris, September 2019, 328 pages	0	2019
Circosta, Chiara	2019PhDT.......166C	A multi-wavelength study of the interstellar medium in active galactic nuclei at cosmic noon	PhD Thesis, LMU Munich, 2019	0	2019
Yang, Guang	2019PhDT........12Y	What Drives the Growth of Black Holes?	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Pennsylvania State University, 2019.; Publication Number: AAT 13917973; ISBN: 9781392319062; Source: Dissertation Abstracts International, Volume: 80-11(E), Section: B.; 366 p.	0	2019
Wright, Adam R.	2019PhDT.......124W	Cosmology with robust galaxy cluster weak lensing mass measurement	PhD Thesis, Stanford University, 2019	0	2019
Karnath, Nicole	2019PhDT.......153K	The transition points in young stars and young star clusters	PhD Thesis, University of Toledo, 2019	0	2019
Shen, Lu	2019PhDT.......209S	Radio galaxies and the role of environment: The evolution in the large scale structures in the high redshift Universe	PhD Thesis, University of California, Davis, 2019	0	2019
Ogorzalek, Anna	2019PhDT.........7O	Probing the physics of AGN feedback with high resolution X-ray spectroscopy	PhD Thesis, Stanford University, 2019	0	2019
Finociety, Benjamin	2019MsT.........20F	Study of the temporal distribution of X-ray flares from the supermassive black hole Sgr A*	Masters Thesis, University of Li&egrave;ge, 2019, 90 pages	0	2019
Stach, Stuart Michael	2019PhDT.......200S	Surveys of ultraluminous activity in the distant Universe	PhD Thesis, Durham University, 2019	0	2019
Enia, Andrea F. M.	2019PhDT........45E	Zoom-in on the dust-obscured phase of galaxy formation with gravitational lenses	PhD Thesis, University of Padua, March 2019, 169 pages	0	2019
Botteon, Andrea	2019PhDT.......223B	Shock waves and non-thermal phenomena in merging galaxy clusters	PhD Thesis, University of Bologna, 2019	0	2019
Hare, Jeremy	2019PhDT.........1H	Search, Identification, and Study of Galactic Compact Objects: Methods, Environments, and Populations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The George Washington University, 2019.; Publication Number: AAT 10974738; ISBN: 9780438769618; Source: Dissertation Abstracts International, Volume: 80-05(E), Section: B.; 254 p.	0	2019
Li, Yanxia	2018PhDT.......159L	Characterizing the cosmic near-infrared and X-ray background fluctuations	PhD Thesis, University of Hawai&lsquo;i at M&#x101;noa, 2018	0	2018
Mulia, Paula Nicole Johns	2018PhDT.......248M	A study of X-ray binary populations in star-forming galaxies	PhD Thesis, University of Toledo, 2018	0	2018
Nunez, Alejandro	2018PhDT........32N	The Relationship between Stellar Rotation and Magnetic Activity as Revealed by M37 and Alpha Persei	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Columbia University, 2018.; Publication Number: AAT 10933824; ISBN: 9780438384675; Source: Dissertation Abstracts International, Volume: 80-02(E), Section: B.; 231 p.	0	2018
Johnson, Lucas Edward	2018PhDT........40J	Finding Fossil Galaxy System Progenitors Using Strong Gravitational Lensing	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama, 2018.; Publication Number: AAT 10830737; ISBN: 9780438443068; Source: Dissertation Abstracts International, Volume: 80-05(E), Section: B.; 74 p.	0	2018
Vats, Smriti	2018PhDT........52V	X-ray diversity in old star clusters	PhD Thesis, University of Amsterdam, 2018	0	2018
Vasilopoulos, Georgio	2018PhDT........60V	Study of highly magnetised accreting neutron stars in the Magellanic Clouds and beyond	PhD Thesis, Technical University of Munich, 2018	0	2018
Zeegers, Sascha Tamara	2018PhDT........73Z	X-ray spectroscopy of interstellar dust: From the laboratory to the Galaxy	PhD Thesis, Leiden University, 2018	0	2018
Punzi, Kristina Marie	2018PhDT.......126P	Young, low-mass stars: X-rays and circumstellar environments	PhD Thesis, Rochester Institute of Technology, 2018	0	2018
Dunn, William	2018PhDT.......132D	The auroral dynamic duo: spatial, spectral and temporal trends of Jupiter&#39;&#39;s northern and southern X-ray aurorae	PhD Thesis, UCL, 2018	0	2018
Kalcheva, Ivayla Emilova	2018PhDT.......145K	The Ultra-Compact H II Region Population of the Galaxy	PhD Thesis, University of Leeds, 2018, 323 pages	0	2018
Garofali, Kristen Elise	2018PhDT.......162G	X-ray insights into massive star evolution: the X-ray source population of M33 as seen by XMM-Newton, Chandra, and the Hubble Space Telescope	PhD Thesis, University of Washington, 2018	0	2018
Arnason, Robin Michael	2018PhDT.......163A	Multiwavelength, machine learning, and parallax studies of X-ray binaries in three local group galaxies	PhD Thesis, Western University, 2018	0	2018
Alan, Neslihan	2018PhDT.......174A	K&uuml;&ccedil;&uuml;k macellan bulutsusundaki s&uuml;pernova kal&#x131;nt&#x131;s&#x131; 1E 0102.2- 7219&#39;&#39;un x-&#x131;&#x15F;&#x131;n &ouml;zellikleri K&uuml;&ccedil;&uuml;k macellan bulutsusundaki s&uuml;pernova kal&#x131;nt&#x131;s&#x131; 1E 0102.2- 7219&#39;&#39;un x-&#x131;&#x15F;&#x131;n &ouml;zellikleri X-ray properties of the supernova remnant 1E 0102.2-7219 in the Small Magellanic Ccloud;	PhD Thesis, Istanbul University, 2018	0	2018
Hollowood, Devon Lawrence	2018PhDT.......181H	Cosmological studies through large-scale distributed analysis of Chandra observations	PhD Thesis, University of California, Santa Cruz, 2018	0	2018
Kokotanekov, Georgi Dmitrov	2018PhDT.......195K	Joint radio and X-ray analysis of powerful feedback systems	PhD Thesis, University of Amsterdam, 2018	0	2018
Borghese, Alice	2018PhDT.......248B	Hunting for high magnetic fields in different neutron star classes	PhD Thesis, University of Amsterdam, 2018	0	2018
Breiding, Peter	2018PhDT.......153B	Multi-Wavelength Observations and Theoretical Modeling of Powerful Quasar Jets	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, Baltimore County, 2018.; Publication Number: AAT 10973905; ISBN: 9780438806078; Source: Dissertation Abstracts International, Volume: 80-06(E), Section: B.; 162 p.	1	2018
Farahi, Arya	2018PhDT........92F	Multi-wavelength facets of galaxy clusters	PhD Thesis, University of Michigan, 2018	0	2018
Kundert, Alisha R.	2018PhDT........72K	Exploring the Nature of Fossil Galaxy Systems with Simulations and X-ray Observations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Wisconsin - Madison, 2018.; Publication Number: AAT 10826813; ISBN: 9780438205802; Source: Dissertation Abstracts International, Volume: 79-12(E), Section: B.; 135 p.	0	2018
Coleman, Joseph E.	2018PhDT........88C	A Study of Abell 2146: Dark and Luminous	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Texas at Dallas, 2018.; Publication Number: AAT 10970443; ISBN: 9780438293564; Source: Dissertation Abstracts International, Volume: 79-12(E), Section: B.; 87 p.	0	2018
Tetarenko, Alexandra Jean	2018PhDT........76T	Constraining the physics of relativistic jets with radio through (sub-)millimetre properties of X-ray binaries	PhD Thesis, University of Alberta, 2018	0	2018
Tetarenko, Bailey Elizabeth	2018PhDT........77T	Constraining the Physics of the X-ray Irradiated Accretion Discs in Low-mass X-ray Binaries with Observations	PhD thesis, University of Alberta, 2018	0	2018
Gentile, Peter Anthony	2018PhDT..........G	Pulsars as Calibration Tools and X-Ray Observations of Spider Pulsars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--West Virginia University, 2018.; Publication Number: AAT 10748312; ISBN: 9780355937190; Source: Dissertation Abstracts International, Volume: 79-09(E), Section: B.; 237 p.	6	2018
Saikia, Payaswini	2018PhDT.......303S	Disc-jet coupling in supermassive black holes	PhD Thesis, Radboud University Nijmegen, 2018	0	2018
Abdulla, Zubair M.	2018PhDT.........3A	Constraining the thermal contents of X-ray cavities in galaxy clusters with Sunyaev Zel&#39;&#39;dovich effect observations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Chicago, 2018.; Publication Number: AAT 10747331; ISBN: 9780355804256; Source: Dissertation Abstracts International, Volume: 79-08(E), Section: B.; 106 p.	0	2018
Mao, Junjie	2018PhDT.......123M	Astrophysical plasma modeling of the hot Universe : advances and challenges in high-resolution X-ray spectroscopy	PhD Thesis, Leiden University, 2018	0	2018
Merritt, Rachael L.	2017MsT..........5M	Crustal Cooling in the Neutron Star Low-Mass X-Ray Binary KS 1731-260	ProQuest Dissertations And Theses; Thesis (M.S.)--Wayne State University, 2017.; Publication Number: AAT 10267068; ISBN: 9781369823981; Source: Masters Abstracts International, Volume: 56-04.; 48 p.	0	2017
Panchal, Ruchit	2017MsT.........37P	Light curve simulation of x-ray binaries in presence of stellar wind	ProQuest Dissertations And Theses; Thesis (M.S.)--University of Massachusetts Lowell, 2017.; Publication Number: AAT 10803786; ISBN: 9780355799002; Source: Masters Abstracts International, Volume: 57-04.; 58 p.	0	2017
Youngblood, Allison	2017PhDT........12Y	Star Formation and Planets in Harsh Environments	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Colorado at Boulder, 2017.; Publication Number: AAT 10268568; ISBN: 9781369784992; Source: Dissertation Abstracts International, Volume: 78-10(E), Section: B.; 270 p.	0	2017
Toy, Vicki Louise	2017PhDT........21T	Gamma-Ray Bursts: Lighting Up the High-Redshift Universe	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, College Park, 2017.; Publication Number: AAT 10255853; ISBN: 9780355060911; Source: Dissertation Abstracts International, Volume: 78-11(E), Section: B.; 198 p.	0	2017
Xue, Zinchao	2017PhDT........31X	Ex-companions of Supernovae Progenitors	PhD Thesis, Louisiana State University and Agricultural and Mechanical College, 2017. etd-07062017-164205.	0	2017
Schenck, Andrew Corey	2017PhDT........51S	A Chandra Study of Supernova Remnants in the Large and Small Magellanic Clouds	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Texas at Arlington, 2017.; Publication Number: AAT 10629296; ISBN: 9781369993875; Source: Dissertation Abstracts International, Volume: 78-11(E), Section: B.; 92 p.	0	2017
Yew, Miranda	2017PhDT........53Y	A Multi-Frequency Study of the Milky Way-like Spiral Galaxy NGC6744	ProQuest Dissertations And Theses; Thesis (M.Phil.)--Western Sydney University (Australia), 2017.; Publication Number: AAT 10754134; Source: Dissertation Abstracts International, Volume: 75-10C.; 87 p.	0	2017
Dasadia, Sarthak	2017PhDT........59D	Shock Features in Merging Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama in Huntsville, 2017.; Publication Number: AAT 10273259; ISBN: 9780355096231; Source: Dissertation Abstracts International, Volume: 78-12(E), Section: B.; 190 p.	0	2017
Earnshaw, Hannah Penn	2017PhDT........71E	A new, clean catalogue of extragalactic non-nuclear X-ray sources	PhD Thesis, Durham University, 2017	0	2017
Loyd, R. O. Parke	2017PhDT.......153L	The Volatility of Far-Ultraviolet Radiation from Low-Mass Stars and Planetary Implications	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Colorado at Boulder, 2017.; Publication Number: AAT 10623915; ISBN: 9780355542714; Source: Dissertation Abstracts International, Volume: 79-05(E), Section: B.; 314 p.	0	2017
Richert, Alexander J. W.	2017PhDT.......159R	The Evolution of Circumstellar Disks	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Pennsylvania State University, 2017.; Publication Number: AAT 10799085; ISBN: 9780355776676; Source: Dissertation Abstracts International, Volume: 79-08(E), Section: B.; 150 p.	0	2017
Post, Seth Aaron	2017PhDT.......164P	A Deep Chandra Study of Galactic Type Ia Supernova Remnant G299.2-2.9	PhD Thesis, The University of Texas at Arlington, December 2017, 114 pages	0	2017
Th&ouml;lken, Sophia	2017PhDT.......166T	X-Ray studies of galaxy clusters and groups: Gas properties in the exceptional cases of faint outskirts, high redshift and a merging event	PhD Thesis, University of Bonn, 2017	0	2017
Golovich, Nathan Ryan	2017PhDT.......186G	Observations and Modeling of Merging Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Davis, 2017.; Publication Number: AAT 10636734; ISBN: 9780355763492; Source: Dissertation Abstracts International, Volume: 79-08(E), Section: B.; 279 p.	0	2017
Walls, Michael	2017PhDT.......204W	Examining x-ray reflection spectra in the galactic centre using Monte Carlo simulations	PhD Thesis, Dublin City University, 2017	0	2017
Rivera Sandoval, Liliana Elizabeth	2017PhDT.......235R	Multi-wavelength studies of compact binaries	PhD Thesis, University of Amsterdam, 2017	0	2017
Rawes, Josephine	2017PhDT.......244R	Extreme Jet Bends in Nearby Radio Galaxies	PhD Thesis, University of Bristol, March 2017, 308 pages	0	2017
Annuar, Ady	2017PhDT.......245A	Towards a complete census of the Compton-thick AGN population in the local Universe	PhD Thesis, Durham University, 2017	0	2017
Alexandroff, Rachael Millie	2017PhDT.......265A	Searching for quasar feedback in obscured and red quasars at the peak of galaxy formation	PhD Thesis, Johns Hopkins University, 2017	0	2017
Allen, Jessamyn Leigh	2017PhDT.......267A	Accretion flows and neutron star heating in low-mass X-ray binaries	PhD Thesis, Massachusetts Institute of Technology, 2017	0	2017
Archibald, Robert Frederic	2017PhDT.......277A	X-ray timing of young pulsars	PhD Thesis, McGill University, 2017	0	2017
