Name	BIBCode	Title	PubInfo	Citations	date
Suh, Hyewon	2017PhDT.......346S	The Co-evolution of black holes and galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Hawai&#39;&#39;i at Manoa, 2017.; Publication Number: AAT 10757794; ISBN: 9780355601046; Source: Dissertation Abstracts International, Volume: 79-07(E), Section: B.; 211 p.	0	2017
Sun, Xiaona	2017PhDT.......413S	Nonthermal Processes of Fast Outflows from Astrophysical Objects	PhD Thesis, University of Heidelberg, December 2017, 129 pages	0	2017
Kennedy, Mark R.	2017PhDT.......438K	Physics in the extreme: X-ray and optical studies of magnetic white dwarfs and related objects	PhD Thesis, University College Cork, 2017	0	2017
Sanfrutos Carreras, Mario	2017PhDT.......486S	Lessons from high-energy studies of AGN: X-ray absorption and its variability	PhD Thesis, Complutense University of Madrid, 2017	0	2017
Denes Couto, Jullianna	2017PhDT........42D	New Insights into AGN Mass Outflows: Detailed Study of the Spectral Properties of NGC 4151	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Catholic University of America, 2017.; Publication Number: AAT 10274123; ISBN: 9781369824391; Source: Dissertation Abstracts International, Volume: 78-10(E), Section: B.; 116 p.	1	2017
Ag&iacute;s Gonz&aacute;lez, Beatriz	2017PhDT.......257A	A study of the X-ray and optical variability of the active galactic nucleus ESO 362-G18: from days to years	PhD Thesis, Complutense University of Madrid, 2017	1	2017
Stanley, Ethan C.	2017PhDT.......329S	Kiloparsec Jet Properties of Hybrid, Low-, and High-Synchrotron-Peaked Blazars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Purdue University, 2017.; Publication Number: AAT 10683102; ISBN: 9780355612387; Source: Dissertation Abstracts International, Volume: 79-07(E), Section: B.; 357 p.	1	2017
Ryan, Geoffrey	2017PhDT........82R	Numerical Simulations of Black Hole Accretion	ProQuest Dissertations And Theses; Thesis (Ph.D.)--New York University, 2017.; Publication Number: AAT 10261761; ISBN: 9780355406894; Source: Dissertation Abstracts International, Volume: 79-02(E), Section: B.; 182 p.	2	2017
Wevers, Thomas	2017PhDT.......205W	Searching for quiescent black holes	PhD Thesis, Radboud University Nijmegen, 2017	0	2017
Connors, Riley Michael Thomas	2017PhDT.......297C	Accretion and jets from stellar-mass to supermassive black holes	PhD Thesis, University of Amsterdam, 2017	0	2017
Green, Timothy Stephen	2017PhDT.......232G	A study of brightest cluster galaxies over the last five billion years	PhD Thesis, Durham University, 2017	0	2017
Azadi, Mojegan	2017PhDT........67A	Multi-Wavelength Analysis of Active Galactic Nuclei and Host Galaxies Physical Properties	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, San Diego, 2017.; Publication Number: AAT 10286677; ISBN: 9780355084719; Source: Dissertation Abstracts International, Volume: 78-12(E), Section: B.; 209 p.	0	2017
Brorby, Matthew G.	2017PhDT........87B	X-Ray Binaries in Local Analogs to the First Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Iowa, 2017.; Publication Number: AAT 10262541; ISBN: 9780355107784; Source: Dissertation Abstracts International, Volume: 78-12(E), Section: B.; 119 p.	0	2017
Doria, Alberto	2017PhDT.......222D	Weak lensing&ndash;X-ray scaling relations for a high redshift galaxy clusters sample	PhD Thesis, University of Bonn, 2017	0	2017
Cort&eacute;s Contreras, Miriam	2017PhDT.......322C	CARMENES-UCM: preparaci&oacute;n cient&iacute;fica, multiplicidad, actividad cromosf&eacute;rica y cinem&aacute;tica	PhD Thesis, Complutense University of Madrid, 2017	0	2017
Beuchert, Tobias	2017PhDT........41B	Multiwavelength observations of Active Galactic Nuclei from the radio to the hard X-rays	PhD Thesis, Universit&auml;t Erlangen-N&uuml;rnberg, 2017	0	2017
Delgado, Laura	2017PhDT.......189D	High energy emission from recurrent novae	PhD Thesis, Universitat Aut&ograve;noma de Barcelona, 2017	0	2017
Whewell, Megan Rhianna	2017PhDT.......218W	A study of X-ray narrow emission lines from ionised gas in active galactic nuclei	PhD Thesis, UCL, 2017	0	2017
De Cicco, Demetra	2017PhDT.......231D	Characterization of active galactic nuclei through photometric and spectroscopic variability	PhD Thesis, University of Naples Federico II, 2017	0	2017
Babyk, Iurii	2017PhDT.........5B	Observational and theoretical study of the point sources of very high energy gamma-ray emission	PhD Thesis, Dublin City University, 2017, 194pp.	3	2017
Roberts, Shawn R.	2017PhDT........81R	Astrophysical Accretion and Feedback: The Bayesian Linchpin of Theory and Observation	Ph.D. Thesis, University of Massachusetts Amherst, February 2017, 190 pages	0	2017
Lansbury, George Benjamin	2016PhDT.......258L	A hard X-ray view of the distant active galactic nucleus population with NuSTAR	PhD Thesis, Durham University, 2016	0	2016
Urban, Ondrej	2016PhDT........16U	New insights into galaxy cluster astrophysics using the Suzaku X-ray satellite	PhD Thesis, Stanford University, 2016	0	2016
Ineson, Judith	2016PhDT........41I	The epoch and environmental dependence of radio-loud active galaxy feedback	PhD Thesis, University of Southampton, 2016	0	2016
McJunkin, Matthew	2016PhDT........50M	Far-Ultraviolet Spectroscopy of the Circumstellar and Interstellar Environment of Young Stars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Colorado at Boulder, 2016.; Publication Number: AAT 10108763; ISBN: 9781339720982; Source: Dissertation Abstracts International, Volume: 77-10(E), Section: B.; 203 p.	0	2016
van Oers, Petrus Cornelis Nicolaas	2016PhDT........84V	Exploring radio and jet properties across the black hole mass scale	PhD Thesis, University of Amsterdam, 2016	0	2016
Elshamouty, Khaled G.	2016PhDT........96E	Characteristics of neutron stars from x-rays observations	PhD Thesis, University of Alberta, 2016	0	2016
Vulic, Neven	2016PhDT........98V	X-ray populations in the Local Group: Insights with Hubble &amp;amp; Chandra	PhD Thesis, Western University, 2016	0	2016
Zhang, Shuo	2016PhDT.......115Z	Investigating the physics of hard X-ray outbursts from the galactic center supermassive black hole Sagittarius A*	PhD Thesis, Columbia University, 2016	0	2016
Fornasini, Francesca Maria	2016PhDT.......134F	The Faint, the Poor, and the Steady: studies of low-luminosity, metal-poor, and non-pulsating populations of high-mass X-ray binaries	PhD Thesis, University of California, Berkeley, 2016	0	2016
di Gesu, Laura	2016PhDT.......223D	Winds in the AGN environment : new perspectives from high resolution X-ray spectroscopy	PhD Thesis, Leiden University, 2016	0	2016
Avachat, Sayali Sudhir	2016PhDT.......228A	The Detailed Physics of the M87 Jet	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Florida Institute of Technology, 2016.; Publication Number: AAT 10143771; ISBN: 9781339989655; Source: Dissertation Abstracts International, Volume: 77-12(E), Section: B.; 186 p.	0	2016
Mitchell-Wynne, Ketron	2016PhDT.......276M	A multiwavelength study of the epoch of reionization through intensity fluctuations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Irvine, 2016.; Publication Number: AAT 10246890; ISBN: 9781369670462; Source: Dissertation Abstracts International, Volume: 78-08(E), Section: B.; 138 p.	0	2016
Avdan, Hasan	2016PhDT.......296A	NGC 4736 ve NGC 4258 galaksilerinde belirlenen a&#x15F;&#x131;r&#x131; parlak X-&#x131;&#x15F;&#x131;n kaynaklar&#x131;n&#x131;n zamansal ve tayfsal &ouml;zelliklerinin ara&#x15F;t&#x131;r&#x131;lmas&#x131; NGC 4736 ve NGC 4258 galaksilerinde belirlenen a&#x15F;&#x131;r&#x131; parlak X-&#x131;&#x15F;&#x131;n kaynaklar&#x131;n&#x131;n zamansal ve tayfsal &ouml;zelliklerinin ara&#x15F;t&#x131;r&#x131;lmas&#x131; Investigation of timing and spectral properties of the ultraluminous X-ray sources in NGC 4736 and NGC 4258;	PhD Thesis, &Ccedil;ukurova University, 2016	0	2016
Hofmann, Florian	2016PhDT.......305H	Turbulence and direct dark matter detection in the X-ray halo of galaxy clusters: implications for eROSITA	PhD Thesis, LMU Munich, 2016	0	2016
Kettula, Kimmo	2016PhDT.......333K	X-ray and weak lensing measurements of galaxy groups and clusters	PhD Thesis, University of Helsinki, 2016	0	2016
Collinson, James Stuart	2016PhDT.......352C	Spectral and temporal studies of supermassive black holes	PhD Thesis, Durham University, 2016	0	2016
Connolly, Samuel Dominic	2016PhDT.......358C	The long-term x-ray, UV and optical variability of active galactic nuclei	PhD Thesis, University of Southampton, 2016	0	2016
Marlowe, Hannah Rebecca	2016PhDT.......368M	Polarimetric and spectrographic instrumentation to enable next generation X-ray observatories	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Iowa, 2016.; Publication Number: AAT 10143136; ISBN: 9781339983813; Source: Dissertation Abstracts International, Volume: 77-12(E), Section: B.; 112 p.	0	2016
Buddendiek, Axel	2016PhDT.......385B	Optical data analysis and its application to cosmology	PhD Thesis, University of Bonn, 2016	0	2016
Chiu, I. -Non	2016PhDT.......389C	Studies of baryon content and gravitational lensing effects in galaxy clusters	PhD Thesis, LMU Munich, 2016	0	2016
Bahramian, Arash	2016PhDT.......392B	Behaviour of low-mass X-ray binaries and their formation in globular clusters	PhD Thesis, University of Alberta, 2016	0	2016
Boissay-Malaquin, Rozenn	2016PhDT.......395B	X-ray emission mechanisms in active galactic nuclei	PhD Thesis, University of Geneva, 2016	0	2016
Miller, Matthew J.	2016PhDT.......430M	Determining the origins and impact of hot gas in the Milky Way	PhD Thesis, University of Michigan, 2016	0	2016
Schellenberger, Gerrit	2016PhDT.......596S	X-ray analysis of a complete sample of galaxy clusters	PhD Thesis, University of Bonn, 2016	0	2016
Cappallo, Rigel Crispin	2016MsT.........46C	A Chandra study of the variable x-ray population in the Local starburst galaxy IC 10	ProQuest Dissertations And Theses; Thesis (M.S.)--University of Massachusetts Lowell, 2016.; Publication Number: AAT 10142928; ISBN: 9781339981833; Source: Masters Abstracts International, Volume: 55-05.; 78 p.	1	2016
Adams, Scott Michael	2016PhDT.......121A	Stellar Death by Weak or Failed Supernovae	PhD thesis, 2016, The Ohio State University, xiv + 201 pp.	1	2016
Stanley, Flora	2016PhDT.......465S	Far-Infrared constraints on the ongoing Star Formation of distant galaxies hosting Active Galactic Nuclei	PhD Thesis, Durham University, 2016	1	2016
Braun, Chelsea	2016MsT.........75B	An Imaging and Spectroscopic Study of the Supernova Remnant RCW 103 (G332.4-0.4) with the CHANDRA X-ray Observatory	Masters thesis, University of Manitoba, 2016, 97 pages	2	2016
Hovey, Luke	2016PhDT........21H	A kinematic study of 0509-67.5, the second youngest supernova remnant in the Large Magellanic Cloud, and its astrophysical implications	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rutgers The State University of New Jersey - New Brunswick, 2016.; Publication Number: AAT 10095943; ISBN: 9781339600994; Source: Dissertation Abstracts International, Volume: 77-08(E), Section: B.; 102 p.	2	2016
Bissinger, Matthias	2016PhDT.......406B	Observations of Be X-ray Binaries: Spin Period and Spectral Evolution	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2016	0	2016
Perna, Michele	2016PhDT.......242P	Starbursting to Quenching: the role of X-ray emission in Active Galactic Nuclei feedback processes	PhD Thesis, Universit&agrave; di Bologna, 2016	2	2016
Coppejans, Deanne	2016PhDT.......166C	Multi-wavelength Accretion Studies of Cataclysmic Variable Stars	PhD Thesis, Radboud University Nijmegen, 148pp, 2016	0	2016
Deshpande, Amruta J.	2016PhDT.......235D	Galaxy clusters: X-ray contributions to multi-wavelength cluster studies in the era of mass sensitive cluster surveys	PhD Thesis, Rutgers University&ndash;New Brunswick, 2016	0	2016
Gozaliasl, Ghassem	2016PhDT.......233G	Formation of bright central galaxies in massive haloes	PhD Thesis, University of Helsinki, 2016	0	2016
Chen, Hailiang	2016PhDT.......388C	Modelling accreting white dwarf populations in galaxies	PhD Thesis, LMU Munich, 2016	0	2016
Repetto, Serena	2016PhDT.......196R	The Formation of Black-Holes Derived From X-Ray Binaries	PhD Thesis, Radboud University Nijmegen, 2016	0	2016
Pons, Estelle	2016PhDT.......235P	Investigations of AGN populations through X-ray and optical surveys	Ph.D. Thesis, University of Liecester, September 2016, 183 pages	0	2016
Johnson, Christopher Bradley	2016PhDT.......117J	Variability of optical counterparts to X-ray sources within the galactic bulge survey	PhD Thesis, Louisiana State University, 2016	0	2016
Pacucci, Fabio	2016PhDT........61P	The First Black Holes in the Cosmic Dark Ages	Ph.D. Thesis (Scuola Normale Superiore - Italy), 196 pages, 2016	0	2016
Sharma, Neetika	2016PhDT........73S	Physical conditions in the X-ray emission-line gas in the Seyfert 2 galaxy NGC 1068	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, Baltimore County, 2016.; Publication Number: AAT 10119031; ISBN: 9781339803470; Source: Dissertation Abstracts International, Volume: 77-10(E), Section: B.; 173 p.	0	2016
Esposito, Valentino	2016PhDT.......101E	Active galactic nuclei at high energies: spectral properties and the cosmic X-ray background	PhD Thesis, University of Geneva, 2016	0	2016
John, Tomykkutty Velliyedathu	2016PhDT........59J	An investigation of the cosmic diffuse X-ray background	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Miami, 2016.; Publication Number: AAT 10251003; ISBN: 9781369461954; Source: Dissertation Abstracts International, Volume: 78-05(E), Section: B.; 79 p.	0	2016
Siegel, Seth Robert	2016PhDT.........1S	A Multiwavelength Study of the Intracluster Medium and the Characterization of the Multiwavelength Sub/millimeter Inductance Camera	ProQuest Dissertations And Theses; Thesis (Ph.D.)--California Institute of Technology, 2016.; Publication Number: AAT 3733188; ISBN: 9781339213941; Source: Dissertation Abstracts International, Volume: 77-03(E), Section: B.; 244 p.	2	2016
Hsu, Li-Ting	2015PhDT.......355H	Photometric redshifts of faint X-ray sources paving the way towards the study of AGN/galaxy co-evolution over cosmic time.	PhD Thesis, LMU Munich, 2015, 2016	0	2015
P&eacute;rez Mart&iacute;nez, Ricardo Manuel	2016PhDT.......255P	From Xrays to far infrared: galaxy cluster ZwCL0024+1652 under the multiwavelength limelight	PhD Thesis, Complutense University of Madrid, 2016	0	2016
Heilman, Taryn N.	2015MsT..........5H	Galactic Outflows in Starburst Dwarf Galaxies Detected in Diffuse X-ray Emission	ProQuest Dissertations And Theses; Thesis (M.S.)--University of Minnesota, 2015.; Publication Number: AAT 10006469; ISBN: 9781339442266; Source: Masters Abstracts International, Volume: 55-03.; 43 p.	0	2015
Nynka, Melania	2015PhDT........40N	A study of Pulsar Wind Nebulae and non-thermal filaments with the NuSTAR observatory	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Columbia University, 2015.; Publication Number: AAT 3713696; ISBN: 9781321903430; Source: Dissertation Abstracts International, Volume: 76-12(E), Section: B.; 211 p.	0	2015
Vijaysarathy, Bharadwaj	2015PhDT.......118V	Detailed X-ray properties of galaxy groups and fossil groups	PhD Thesis, University of Bonn, 2015	0	2015
Hoffer, Aaron	2015PhDT.......124H	Observations of physical processes in cluster cores: Connection between the intracluster gas and the brightest cluster galaxy	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Michigan State University, 2015.; Publication Number: AAT 3723140; ISBN: 9781339057958; Source: Dissertation Abstracts International, Volume: 77-02(E), Section: B.; 188 p.	0	2015
Patel, Brandon	2015PhDT.......128P	Type IA supernovae: Their progenitors and use as cosmological probes	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rutgers The State University of New Jersey - New Brunswick, 2015.; Publication Number: AAT 3734251; ISBN: 9781339228235; Source: Dissertation Abstracts International, Volume: 77-04(E), Section: B.; 144 p.	0	2015
Paterno-Mahler, Rachel Beth	2015PhDT.......130P	Radio active galactic nuclei in galaxy clusters: Feedback, merger signatures, and cluster tracers	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Boston University, 2015.; Publication Number: AAT 3737504; ISBN: 9781339269160; Source: Dissertation Abstracts International, Volume: 77-04(E), Section: B.; 219 p.	0	2015
Rumbaugh, Nicholas Andrew	2015PhDT.......177R	Cosmological Studies with Galaxy Clusters, Active Galactic Nuclei, and Strongly Lensed Quasars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Davis, 2015.; Publication Number: AAT 10036052; ISBN: 9781339542287; Source: Dissertation Abstracts International, Volume: 77-08(E), Section: B.; 170 p.	0	2015
Arumugasamy, Prakash	2015PhDT.......190A	Rotation powered pulsars in the x-rays	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Pennsylvania State University, 2015.; Publication Number: AAT 10025152; ISBN: 9781339519760; Source: Dissertation Abstracts International, Volume: 77-07(E), Section: B.; 142 p.	0	2015
Amanda Auchettl, Katie	2015PhDT.......297A	The incandescent remains of stellar death: High energy emission from supernova remnants and pulsar wind nebulae	PhD Thesis, Monash University, 2015	0	2015
Luangtip, Wasutep	2015PhDT.......328L	X-ray studies of ultraluminous X-ray sources	PhD Thesis, Durham University, 2015	0	2015
Heida, Marianne	2015PhDT.......331H	Red supergiant counterparts of ULXs: Paving the way to dynamical mass measurements	PhD Thesis, Radboud University Nijmegen, 2015	0	2015
Hern&aacute;ndez Garc&iacute;a, Lorena	2015PhDT.......334H	On the variable nature of low luminosity active galactic nuclei	PhD Thesis, University of Granada, 2015	0	2015
Salz, Michael	2015PhDT.......710S	Escaping atmospheres of hot extrasolar gas planets	PhD Thesis, University of Hamburg, 2015	0	2015
Bozzetto, Luke Mitchell	2015PhDT.......334B	A Multifrequency Study of Supernova Remnants in the Large Magellanic Cloud	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Western Sydney (Australia), 2015.; Publication Number: AAT 10308717; Source: Dissertation Abstracts International, Volume: 75-01C.; 679 p.	1	2015
Pennucci, Timothy T.	2015PhDT.......192P	Wideband Observations of Radio Pulsars	PhD Thesis, University of Virginia Library, 2015	12	2015
Crespo-Chac&oacute;n, I.	2015PhDT.......136C	Analysis of flares in the chromosphere and corona of main- and pre-main-sequence M-type stars	Ph.D. thesis, Universidad Complutense de Madrid, Spain, 2015	1	2015
Freeman, Marcus J.	2015PhDT........94F	Multiwavelength Imaging of Planetary Nebulae: Resolving &amp;amp; Disentangling Structure	PhD Thesis, 2015, 204 + xii pages, College of Science, School of Physics and Astronomy, Rochester Institute of Technology	0	2015
Pardos Olsen, Karen	2015PhDT.......255P	Observing and simulating galaxy evolution - from X-ray to millimeter wavelengths	PhD Thesis, University of Copenhagen, 2015	0	2015
Artale, Mar&iacute;a Celeste	2015PhDT.......288A	S&iacute;ntesis de poblaciones de fuentes de rayos X en galaxias S&iacute;ntesis de poblaciones de fuentes de rayos X en galaxias Population synthesis of X-ray sources in galaxies;	PhD Thesis, University of Buenos Aires, 2015	0	2015
Bocquet, Sebastian	2015PhDT.......423B	Galaxy cluster cosmology	PhD Thesis, LMU Munich, 2015	0	2015
Kolodzig, Alexander	2015PhDT.......637K	Large-scale structure studies using AGN in X-ray surveys: Challenges from XBOOTES and prospects for eROSITA	PhD Thesis, LMU Munich, 2015	0	2015
Chen, Chien-Ting	2015PhDT.......382C	The growth of supermassive black holes and connections to star formation in galaxies	PhD Thesis, Dartmouth College, 2015	0	2015
Buchner, Johannes	2015PhDT.......424B	On the obscuration of the growing supermassive black hole population	PhD Thesis, LMU Munich, 2015	0	2015
Maggi, Pierre	2015PhDT.......549M	On the population of supernova remnants in the Large Magellanic Cloud observed with XMM-Newton	PhD Thesis, Technical University of Munich, 2015	0	2015
Corrales, Lia Racquel	2015PhDT.........2C	High Energy Studies of Astrophysical Dust	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Columbia University, 2015.; Publication Number: AAT 3646876; ISBN: 9781321369403; Source: Dissertation Abstracts International, Volume: 76-04(E), Section: B.; 166 p.	0	2015
Engle, Scott	2015PhDT........45E	The Secret Lives of Cepheids: A Multi-Wavelength Study of the Atmospheres and Real-Time Evolution of Classical Cepheids	PhD Thesis, James Cook University, 2015	20	2015
Koliopanos, Filippos	2015PhDT.......593K	X-ray diagnostics of ultra-compact X-ray binaries	PhD Thesis, Ludwig-Maximilians-Universit&auml;t, M&uuml;nchen, 2015	1	2015
Nurgaliev, Daniyar Rashidovich	2014PhDT........23N	A Study of the Radial and Azimuthal Gas Distribution in Massive Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Harvard University, 2014.; Publication Number: AAT 3626980; ISBN: 9781321020670; Source: Dissertation Abstracts International, Volume: 75-10(E), Section: B.; 148 p.	0	2014
Lindley, Ashley E.	2014PhDT........67L	Determination of galaxy cluster masses via Sunyaev-Zel&#39;&#39;dovich Effect observations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama in Huntsville, 2014.; Publication Number: AAT 3625818; ISBN: 9781321001754; Source: Dissertation Abstracts International, Volume: 75-10(E), Section: B.; 250 p.	0	2014
Young, Alexander H.	2014PhDT........67Y	High resolution measurements of the Sunyaev-Zel&#39;&#39;dovich Effect in galaxy clusters at 90 GHz	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Pennsylvania, 2014.; Publication Number: AAT 3670993; ISBN: 9781321480481; Source: Dissertation Abstracts International, Volume: 76-05(E), Section: B.; 212 p.	0	2014
Erfanianfar, Ghazaleh	2014PhDT........99E	The group galaxy population through the cosmic time: study of the properties of galaxies in the most common high density environment	PhD Thesis, LMU Munich, 2014	0	2014
Principe, David A.	2014PhDT.......119P	Multiwavelength Observations of Young Stars and Their Circumstellar Disks	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rochester Institute of Technology, 2014.; Publication Number: AAT 3638269; ISBN: 9781321218213; Source: Dissertation Abstracts International, Volume: 76-02(E), Section: B.; 162 p.	0	2014
Mendez, Alexander John	2014PhDT.......122M	Multi-wavelength population studies of Active Galactic Nuclei and Galaxies using PRIMUS and AEGIS	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, San Diego, 2014.; Publication Number: AAT 3629254; ISBN: 9781321059892; Source: Dissertation Abstracts International, Volume: 75-11(E), Section: B.; 202 p.	0	2014
Cheung, Edmond	2014PhDT.......128C	Shaping galaxy evolution with galaxy structure	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Santa Cruz, 2014.; Publication Number: AAT 3631473; ISBN: 9781321101270; Source: Dissertation Abstracts International, Volume: 75-12(E), Section: B.; 230 p.	0	2014
King, Ashley L.	2014PhDT.......128K	Accretion Driven Outflows from Black Holes Across the Mass Scale	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Michigan, 2014.; Publication Number: AAT 3636570; ISBN: 9781321182217; Source: Dissertation Abstracts International, Volume: 76-02(E), Section: B.; 149 p.	0	2014
Roper, Quentin Jeffrey	2014PhDT.......134R	Using Poisson statistics to analyze supernova remnant emission in the low counts X-ray regime	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Iowa, 2014.; Publication Number: AAT 3638429; ISBN: 9781321220186; Source: Dissertation Abstracts International, Volume: 76-02(E), Section: B.; 108 p.	0	2014
George, Jithin Varghese	2014PhDT.......157G	A comprehensive study of the outskirts of galaxy clusters using Suzaku	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, College Park, 2014.; Publication Number: AAT 3643950; ISBN: 9781321319712; Source: Dissertation Abstracts International, Volume: 76-03(E), Section: B.; 186 p.	0	2014
Kuhn, Michael A.	2014PhDT.......208K	The spatial structure of young stellar clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Pennsylvania State University, 2014.; Publication Number: AAT 3647467; ISBN: 9781321402599; Source: Dissertation Abstracts International, Volume: 76-04(E), Section: B.; 285 p.	0	2014
Allen, Thomas S.	2014PhDT.......235A	A Multi-wavelength survey of the Young Stellar Cluster Cep OB3b	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Toledo, 2014.; Publication Number: AAT 3668965; ISBN: 9781321443707; Source: Dissertation Abstracts International, Volume: 76-05(E), Section: B.; 359 p.	0	2014
Toal&aacute;S&aacute;nz, Jes&uacute;s Alberto	2014PhDT.......301T	X-ray Emission from Hot Bubbles in nebulae around Evolved Stars	Doctoral Thesis, 2014, 166 + xix pages,  Universidad de Granada	0	2014
Desjardins, Tyler Dylan	2014PhDT.......305D	The X-ray view of galaxies in compact groups and the Coma Cluster infall region	PhD Thesis, Western University, 2014	0	2014
Rangel, Cyprian Francis	2014PhDT.......307R	The relationship between obscured AGN and their host galaxies	PhD Thesis, Imperial College London, 2014	0	2014
Guillot, Sebastien	2014PhDT.......326G	Neutron stars and the determination of the dense matter equation of state	PhD Thesis, McGill University, 2014	0	2014
Dauser, Thomas	2014PhDT.......328D	Relativistic reflection around black holes: Theory and observation	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2014	0	2014
Ruiz Fern&aacute;ndez, Nieves	2014PhDT.......328R	Estudio de nebulosas planetarias con emisi&oacute;n difusa en rayos X. Estudio de nebulosas planetarias con emisi&oacute;n difusa en rayos X. Study of planetary nebulae with diffuse X-ray emission;	PhD Thesis, University of Granada, 2014	0	2014
Grinberg, Victoria	2014PhDT.......348G	Investigations of the long term variability of black hole binaries	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2014	0	2014
Harwood, Jeremy James	2014PhDT.......388H	The dynamics and energetics of radio-loud active galaxies	PhD Thesis, University of Hertfordshire, 2014	0	2014
Broersen, Sjors	2014PhDT.......477B	X-ray spectral analysis of non-equilibrium plasmas in supernova remnants	PhD Thesis, University of Amsterdam, 2014	0	2014
Matheson, Heather Colleen	2014PhDT.......496M	X-ray Observations of the Young Pulsar Wind Nebula G21.5-0.9 and the Evolved Pulsar Wind Nebulae CTB 87 (G74.9+1.2) and G63.7+1.1	Ph.D. Thesis, University of Manitoba, 2014, 222 pages	0	2014
Mart&iacute;n, Jonatan	2014PhDT.......542M	Theory &amp;amp; observations of the PWN-SNR complex	PhD Thesis, Autonomous University of Barcelona, 2014	0	2014
Madej, Oliwia Katarzyna	2014PhDT.......583M	Probing fundamental properties of accreting compact objects with X-ray and op tical spectroscopy	PhD Thesis, Radboud University Nijmegen, 2014	0	2014
Lage, Craig	2014PhDT.......220L	Constrained Simulation of the Bullet Cluster	ProQuest Dissertations And Theses; Thesis (Ph.D.)--New York University, 2014.; Publication Number: AAT 3665166; ISBN: 9781321374698; Source: Dissertation Abstracts International, Volume: 76-04(E), Section: B.; 131 p.	1	2014
Kumar, Brajesh	2014PhDT.......525K	Study of supernovae and massive stars and prospects with the 4m International Liquid Mirror Telescope	Doctoral thesis, University of Li&egrave;ge, Belgium, 2014	6	2014
Mirkazemi, Seyed Mohammad	2014PhDT.......579M	Cluster through the cosmic time: detection, characterization and evolution	PhD Thesis, LMU Munich, 2014	0	2014
Herrero-Illana, Rub&eacute;n	2014PhDT.......331H	A multiwavelength and multiscale study of Luminous and Ultraluminous Infrared Galaxies in the local Universe	Ph.D. thesis, Universidad de Granada (2014), 217 pages	0	2014
Maravelias, Grigoris	2014PhDT.......551M	Investigation of the high-mass X-ray binary populations in the Small Magellanic Cloud	PhD Thesis, University of Crete, 2014	0	2014
Danielson, Alice Lowry Ruth	2014PhDT.......142D	The Evolution of Massive Star-forming Galaxies: Energetics and the Interstellar Medium	PhD Thesis, Durham University, September  2014, 345 pages	0	2014
Harrison, Christopher	2014PhDT.......357H	Observational constraints on the influence of active galactic nuclei on the evolution of galaxies	Doctoral thesis, Durham University, 2014	3	2014
Hogan, M. T.	2014PhDT.......338H	The Radio Properties of Brightest Cluster Galaxies	PhD Thesis, Durham University, 440 pages, 2014	11	2014
Li, Yuan	2014PhDT.......368L	AGN feedback in cool-core galaxy clusters	PhD Thesis, Columbia University, 2014	0	2014
Rivilla, Victor Manuel	2014PhDT.......301R	The role of low-mass star clusters in the formation of massive stars	PhD Thesis, University of Madrid, July 2014, 340 pages	0	2014
Bonzini, Margherita	2014PhDT.......399B	The sub-mJy radio population in the Extended Chandra Deep Field South	PhD Thesis, Ludwig-Maximilians-Universitat Munchen, 2014, 180 pages	0	2014
Nooraee, Nakisa	2014PhDT.......149N	X-ray and optical studies of soft x-ray transients in M31	PhD Thesis, University College Cork, 2014	0	2014
